alluvium,stage,stratum,y,x
140,Fill2,0.8MG,1,2
140,Fill3,0.8MG,1,3
140,Fill4,NoFill,1,4
140,Fill5,NoFill,1,5
140,Fill6,NoFill,1,6
141,Fill1,0.8MG,1,1
141,Fill2,0.8MG,1,2
141,Fill3,1.2MG,1,3
141,Fill4,NoFill,1,4
141,Fill5,NoFill,1,5
141,Fill6,NoFill,1,6
142,Fill1,0.8MG,1,1
142,Fill2,1.2MG,1,2
142,Fill3,2.4MG,1,3
142,Fill4,1.2MG,1,4
142,Fill5,NoFill,1,5
142,Fill6,1.7MG,1,6
143,Fill1,3.0MG,1,1
143,Fill2,NoFill,1,2
143,Fill3,1.2MG,1,3
143,Fill4,0.8MG,1,4
143,Fill5,NoFill,1,5
143,Fill6,3.0MG,1,6
144,Fill1,0.8MG,1,1
144,Fill2,0.8MG,1,2
144,Fill3,0.8MG,1,3
144,Fill4,0.8MG,1,4
144,Fill5,1.2MG,1,5
144,Fill6,NoFill,1,6
145,Fill1,NoFill,1,1
145,Fill2,2.4MG,1,2
145,Fill3,NoFill,1,3
145,Fill4,0.8MG,1,4
145,Fill5,0.8MG,1,5
145,Fill6,1.2MG,1,6
146,Fill1,1.2MG,1,1
146,Fill2,0.8MG,1,2
146,Fill3,1.2MG,1,3
146,Fill4,1.2MG,1,4
146,Fill5,NoFill,1,5
146,Fill6,1.7MG,1,6
147,Fill1,0.8MG,1,1
147,Fill2,1.2MG,1,2
147,Fill3,0.8MG,1,3
147,Fill4,NoFill,1,4
147,Fill5,0.8MG,1,5
147,Fill6,NoFill,1,6
148,Fill1,1.7MG,1,1
148,Fill2,1.2MG,1,2
148,Fill3,NoFill,1,3
148,Fill4,1.2MG,1,4
148,Fill5,1.7MG,1,5
148,Fill6,NoFill,1,6
149,Fill1,3.0MG,1,1
149,Fill2,0.8MG,1,2
149,Fill3,0.8MG,1,3
149,Fill4,1.2MG,1,4
149,Fill5,NoFill,1,5
149,Fill6,NoFill,1,6
150,Fill1,0.8MG,1,1
150,Fill2,1.7MG,1,2
150,Fill3,1.7MG,1,3
150,Fill4,1.2MG,1,4
150,Fill5,NoFill,1,5
150,Fill6,0.8MG,1,6
151,Fill1,0.8MG,1,1
151,Fill2,1.7MG,1,2
151,Fill3,1.7MG,1,3
151,Fill4,0.8MG,1,4
151,Fill5,NoFill,1,5
151,Fill6,NoFill,1,6
152,Fill1,1.2MG,1,1
152,Fill2,1.7MG,1,2
152,Fill3,2.4MG,1,3
152,Fill4,0.8MG,1,4
152,Fill5,NoFill,1,5
152,Fill6,NoFill,1,6
153,Fill1,2.4MG,1,1
153,Fill2,2.4MG,1,2
153,Fill3,1.2MG,1,3
153,Fill4,2.4MG,1,4
153,Fill5,NoFill,1,5
153,Fill6,NoFill,1,6
154,Fill1,0.8MG,1,1
154,Fill2,1.2MG,1,2
154,Fill3,2.4MG,1,3
154,Fill4,NoFill,1,4
154,Fill5,NoFill,1,5
154,Fill6,NoFill,1,6
155,Fill1,1.7MG,1,1
155,Fill2,2.4MG,1,2
155,Fill3,NoFill,1,3
155,Fill4,NoFill,1,4
155,Fill5,2.4MG,1,5
155,Fill6,NoFill,1,6
156,Fill1,2.4MG,1,1
156,Fill2,1.2MG,1,2
156,Fill3,NoFill,1,3
156,Fill4,1.2MG,1,4
156,Fill5,0.8MG,1,5
156,Fill6,NoFill,1,6
157,Fill1,1.7MG,1,1
157,Fill2,3.0MG,1,2
157,Fill3,NoFill,1,3
157,Fill4,NoFill,1,4
157,Fill5,NoFill,1,5
157,Fill6,0.8MG,1,6
158,Fill1,0.8MG,1,1
158,Fill2,1.2MG,1,2
158,Fill3,0.8MG,1,3
158,Fill4,1.2MG,1,4
158,Fill5,NoFill,1,5
158,Fill6,NoFill,1,6
159,Fill1,0.8MG,1,1
159,Fill2,3.0MG,1,2
159,Fill3,2.4MG,1,3
159,Fill4,1.2MG,1,4
159,Fill5,1.2MG,1,5
159,Fill6,NoFill,1,6
160,Fill1,1.7MG,1,1
160,Fill2,0.8MG,1,2
160,Fill3,1.2MG,1,3
160,Fill4,2.4MG,1,4
160,Fill5,NoFill,1,5
160,Fill6,0.8MG,1,6
161,Fill1,0.8MG,1,1
161,Fill2,0.8MG,1,2
161,Fill3,0.8MG,1,3
161,Fill4,1.7MG,1,4
161,Fill5,1.2MG,1,5
161,Fill6,NoFill,1,6
162,Fill1,1.2MG,1,1
162,Fill2,0.8MG,1,2
162,Fill3,0.8MG,1,3
162,Fill4,NoFill,1,4
162,Fill5,NoFill,1,5
162,Fill6,1.7MG,1,6
163,Fill1,1.7MG,1,1
163,Fill2,2.4MG,1,2
163,Fill3,0.8MG,1,3
163,Fill4,1.2MG,1,4
163,Fill5,NoFill,1,5
163,Fill6,1.2MG,1,6
164,Fill1,0.8MG,1,1
164,Fill2,0.8MG,1,2
164,Fill3,1.7MG,1,3
164,Fill4,1.2MG,1,4
164,Fill5,NoFill,1,5
164,Fill6,0.8MG,1,6
165,Fill1,1.2MG,1,1
165,Fill2,1.2MG,1,2
165,Fill3,1.7MG,1,3
165,Fill4,1.7MG,1,4
165,Fill5,1.2MG,1,5
165,Fill6,NoFill,1,6
166,Fill1,0.8MG,1,1
166,Fill2,NoFill,1,2
166,Fill3,0.8MG,1,3
166,Fill4,3.0MG,1,4
166,Fill5,NoFill,1,5
166,Fill6,NoFill,1,6
167,Fill1,3.0MG,1,1
167,Fill2,1.7MG,1,2
167,Fill3,0.8MG,1,3
167,Fill4,NoFill,1,4
167,Fill5,0.8MG,1,5
167,Fill6,0.8MG,1,6
168,Fill1,0.8MG,1,1
168,Fill2,0.8MG,1,2
168,Fill3,1.2MG,1,3
168,Fill4,1.2MG,1,4
168,Fill5,1.2MG,1,5
168,Fill6,NoFill,1,6
169,Fill1,0.8MG,1,1
169,Fill2,3.0MG,1,2
169,Fill3,1.2MG,1,3
169,Fill4,NoFill,1,4
169,Fill5,0.8MG,1,5
169,Fill6,1.2MG,1,6
170,Fill1,1.2MG,1,1
170,Fill2,0.8MG,1,2
170,Fill3,0.8MG,1,3
170,Fill4,2.4MG,1,4
170,Fill5,2.4MG,1,5
170,Fill6,NoFill,1,6
171,Fill1,1.2MG,1,1
171,Fill2,2.4MG,1,2
171,Fill3,0.8MG,1,3
171,Fill4,1.7MG,1,4
171,Fill5,NoFill,1,5
171,Fill6,NoFill,1,6
172,Fill1,0.8MG,1,1
172,Fill2,3.0MG,1,2
172,Fill3,1.2MG,1,3
172,Fill4,1.2MG,1,4
172,Fill5,NoFill,1,5
172,Fill6,0.8MG,1,6
173,Fill1,0.8MG,1,1
173,Fill2,1.2MG,1,2
173,Fill3,2.4MG,1,3
173,Fill4,1.2MG,1,4
173,Fill5,1.7MG,1,5
173,Fill6,NoFill,1,6
174,Fill1,0.8MG,1,1
174,Fill2,0.8MG,1,2
174,Fill3,NoFill,1,3
174,Fill4,NoFill,1,4
174,Fill5,0.8MG,1,5
174,Fill6,NoFill,1,6
175,Fill1,0.8MG,1,1
175,Fill2,1.7MG,1,2
175,Fill3,3.0MG,1,3
175,Fill4,2.4MG,1,4
175,Fill5,1.7MG,1,5
175,Fill6,2.4MG,1,6
176,Fill1,0.8MG,1,1
176,Fill2,1.2MG,1,2
176,Fill3,NoFill,1,3
176,Fill4,1.7MG,1,4
176,Fill5,1.2MG,1,5
176,Fill6,1.2MG,1,6
177,Fill1,1.7MG,1,1
177,Fill2,0.8MG,1,2
177,Fill3,1.2MG,1,3
177,Fill4,0.8MG,1,4
177,Fill5,NoFill,1,5
177,Fill6,1.2MG,1,6
178,Fill1,NoFill,1,1
178,Fill2,3.0MG,1,2
178,Fill3,NoFill,1,3
178,Fill4,0.8MG,1,4
178,Fill5,3.0MG,1,5
178,Fill6,2.4MG,1,6
179,Fill1,0.8MG,1,1
179,Fill2,1.7MG,1,2
179,Fill3,1.2MG,1,3
179,Fill4,2.4MG,1,4
179,Fill5,NoFill,1,5
179,Fill6,0.8MG,1,6
180,Fill1,1.2MG,1,1
180,Fill2,3.0MG,1,2
180,Fill3,1.2MG,1,3
180,Fill4,NoFill,1,4
180,Fill5,NoFill,1,5
180,Fill6,0.8MG,1,6
181,Fill1,0.8MG,1,1
181,Fill2,2.4MG,1,2
181,Fill3,0.8MG,1,3
181,Fill4,0.8MG,1,4
181,Fill5,NoFill,1,5
181,Fill6,NoFill,1,6
182,Fill1,2.4MG,1,1
182,Fill2,0.8MG,1,2
182,Fill3,2.4MG,1,3
182,Fill4,NoFill,1,4
182,Fill5,0.8MG,1,5
182,Fill6,NoFill,1,6
183,Fill1,1.2MG,1,1
183,Fill2,1.7MG,1,2
183,Fill3,3.0MG,1,3
183,Fill4,0.8MG,1,4
183,Fill5,1.7MG,1,5
183,Fill6,NoFill,1,6
184,Fill1,3.0MG,1,1
184,Fill2,0.8MG,1,2
184,Fill3,0.8MG,1,3
184,Fill4,0.8MG,1,4
184,Fill5,NoFill,1,5
184,Fill6,NoFill,1,6
185,Fill1,1.7MG,1,1
185,Fill2,0.8MG,1,2
185,Fill3,NoFill,1,3
185,Fill4,1.7MG,1,4
185,Fill5,0.8MG,1,5
185,Fill6,0.8MG,1,6
186,Fill1,0.8MG,1,1
186,Fill2,1.2MG,1,2
186,Fill3,NoFill,1,3
186,Fill4,1.2MG,1,4
186,Fill5,NoFill,1,5
186,Fill6,0.8MG,1,6
187,Fill1,1.7MG,1,1
187,Fill2,1.2MG,1,2
187,Fill3,2.4MG,1,3
187,Fill4,NoFill,1,4
187,Fill5,0.8MG,1,5
187,Fill6,1.2MG,1,6
188,Fill1,2.4MG,1,1
188,Fill2,0.8MG,1,2
188,Fill3,0.8MG,1,3
188,Fill4,NoFill,1,4
188,Fill5,0.8MG,1,5
188,Fill6,NoFill,1,6
189,Fill1,0.8MG,1,1
189,Fill2,0.8MG,1,2
189,Fill3,3.0MG,1,3
189,Fill4,NoFill,1,4
189,Fill5,NoFill,1,5
189,Fill6,0.8MG,1,6
190,Fill1,1.7MG,1,1
190,Fill2,NoFill,1,2
190,Fill3,1.7MG,1,3
190,Fill4,1.2MG,1,4
190,Fill5,1.7MG,1,5
190,Fill6,NoFill,1,6
191,Fill1,1.2MG,1,1
191,Fill2,3.0MG,1,2
191,Fill3,0.8MG,1,3
191,Fill4,1.2MG,1,4
191,Fill5,NoFill,1,5
191,Fill6,NoFill,1,6
192,Fill1,2.4MG,1,1
192,Fill2,NoFill,1,2
192,Fill3,0.8MG,1,3
192,Fill4,3.0MG,1,4
192,Fill5,NoFill,1,5
192,Fill6,0.8MG,1,6
193,Fill1,1.2MG,1,1
193,Fill2,3.0MG,1,2
193,Fill3,0.8MG,1,3
193,Fill4,NoFill,1,4
193,Fill5,NoFill,1,5
193,Fill6,0.8MG,1,6
194,Fill1,1.7MG,1,1
194,Fill2,0.8MG,1,2
194,Fill3,1.2MG,1,3
194,Fill4,1.7MG,1,4
194,Fill5,NoFill,1,5
194,Fill6,1.7MG,1,6
195,Fill1,1.2MG,1,1
195,Fill2,0.8MG,1,2
195,Fill3,1.2MG,1,3
195,Fill4,0.8MG,1,4
195,Fill5,NoFill,1,5
195,Fill6,NoFill,1,6
196,Fill1,1.2MG,1,1
196,Fill2,1.7MG,1,2
196,Fill3,0.8MG,1,3
196,Fill4,3.0MG,1,4
196,Fill5,2.4MG,1,5
196,Fill6,NoFill,1,6
197,Fill1,1.7MG,1,1
197,Fill2,1.7MG,1,2
197,Fill3,NoFill,1,3
197,Fill4,0.8MG,1,4
197,Fill5,0.8MG,1,5
197,Fill6,0.8MG,1,6
198,Fill1,1.7MG,1,1
198,Fill2,2.4MG,1,2
198,Fill3,0.8MG,1,3
198,Fill4,1.2MG,1,4
198,Fill5,0.8MG,1,5
198,Fill6,NoFill,1,6
199,Fill1,0.8MG,1,1
199,Fill2,1.7MG,1,2
199,Fill3,NoFill,1,3
199,Fill4,NoFill,1,4
199,Fill5,1.7MG,1,5
199,Fill6,NoFill,1,6
200,Fill1,1.7MG,1,1
200,Fill2,2.4MG,1,2
200,Fill3,1.7MG,1,3
200,Fill4,1.2MG,1,4
200,Fill5,NoFill,1,5
200,Fill6,NoFill,1,6
201,Fill1,3.0MG,1,1
201,Fill2,0.8MG,1,2
201,Fill3,NoFill,1,3
201,Fill4,NoFill,1,4
201,Fill5,NoFill,1,5
201,Fill6,NoFill,1,6
202,Fill1,0.8MG,1,1
202,Fill2,1.2MG,1,2
202,Fill3,2.4MG,1,3
202,Fill4,NoFill,1,4
202,Fill5,NoFill,1,5
202,Fill6,0.8MG,1,6
203,Fill1,1.2MG,1,1
203,Fill2,0.8MG,1,2
203,Fill3,1.2MG,1,3
203,Fill4,NoFill,1,4
203,Fill5,2.4MG,1,5
203,Fill6,NoFill,1,6
204,Fill1,1.7MG,1,1
204,Fill2,NoFill,1,2
204,Fill3,1.2MG,1,3
204,Fill4,1.2MG,1,4
204,Fill5,NoFill,1,5
204,Fill6,0.8MG,1,6
205,Fill1,1.2MG,1,1
205,Fill2,2.4MG,1,2
205,Fill3,2.4MG,1,3
205,Fill4,NoFill,1,4
205,Fill5,NoFill,1,5
205,Fill6,0.8MG,1,6
206,Fill1,1.2MG,1,1
206,Fill2,0.8MG,1,2
206,Fill3,0.8MG,1,3
206,Fill4,0.8MG,1,4
206,Fill5,NoFill,1,5
206,Fill6,3.0MG,1,6
207,Fill1,0.8MG,1,1
207,Fill2,0.8MG,1,2
207,Fill3,1.2MG,1,3
207,Fill4,0.8MG,1,4
207,Fill5,1.2MG,1,5
207,Fill6,0.8MG,1,6
208,Fill1,1.7MG,1,1
208,Fill2,0.8MG,1,2
208,Fill3,1.2MG,1,3
208,Fill4,0.8MG,1,4
208,Fill5,3.0MG,1,5
208,Fill6,1.7MG,1,6
209,Fill1,2.4MG,1,1
209,Fill2,1.7MG,1,2
209,Fill3,0.8MG,1,3
209,Fill4,1.2MG,1,4
209,Fill5,1.2MG,1,5
209,Fill6,3.0MG,1,6
210,Fill1,1.7MG,1,1
210,Fill2,1.7MG,1,2
210,Fill3,3.0MG,1,3
210,Fill4,0.8MG,1,4
210,Fill5,NoFill,1,5
210,Fill6,1.2MG,1,6
211,Fill1,0.8MG,1,1
211,Fill2,3.0MG,1,2
211,Fill3,2.4MG,1,3
211,Fill4,1.7MG,1,4
211,Fill5,2.4MG,1,5
211,Fill6,3.0MG,1,6
212,Fill1,NoFill,1,1
212,Fill2,1.2MG,1,2
212,Fill3,NoFill,1,3
212,Fill4,1.2MG,1,4
212,Fill5,NoFill,1,5
212,Fill6,1.7MG,1,6
213,Fill1,1.2MG,1,1
213,Fill2,1.2MG,1,2
213,Fill3,1.7MG,1,3
213,Fill4,0.8MG,1,4
213,Fill5,2.4MG,1,5
213,Fill6,NoFill,1,6
214,Fill1,NoFill,1,1
214,Fill2,0.8MG,1,2
214,Fill3,1.2MG,1,3
214,Fill4,0.8MG,1,4
214,Fill5,2.4MG,1,5
214,Fill6,NoFill,1,6
215,Fill1,0.8MG,1,1
215,Fill2,0.8MG,1,2
215,Fill3,NoFill,1,3
215,Fill4,1.2MG,1,4
215,Fill5,NoFill,1,5
215,Fill6,NoFill,1,6
216,Fill1,1.7MG,1,1
216,Fill2,1.2MG,1,2
216,Fill3,0.8MG,1,3
216,Fill4,1.7MG,1,4
216,Fill5,0.8MG,1,5
216,Fill6,1.7MG,1,6
217,Fill1,0.8MG,1,1
217,Fill2,0.8MG,1,2
217,Fill3,2.4MG,1,3
217,Fill4,NoFill,1,4
217,Fill5,1.2MG,1,5
217,Fill6,NoFill,1,6
218,Fill1,1.2MG,1,1
218,Fill2,1.7MG,1,2
218,Fill3,0.8MG,1,3
218,Fill4,3.0MG,1,4
218,Fill5,0.8MG,1,5
218,Fill6,1.2MG,1,6
219,Fill1,1.7MG,1,1
219,Fill2,NoFill,1,2
219,Fill3,1.2MG,1,3
219,Fill4,1.2MG,1,4
219,Fill5,1.2MG,1,5
219,Fill6,NoFill,1,6
220,Fill1,NoFill,1,1
220,Fill2,0.8MG,1,2
220,Fill3,NoFill,1,3
220,Fill4,0.8MG,1,4
220,Fill5,NoFill,1,5
220,Fill6,NoFill,1,6
221,Fill1,1.7MG,1,1
221,Fill2,0.8MG,1,2
221,Fill3,0.8MG,1,3
221,Fill4,NoFill,1,4
221,Fill5,1.2MG,1,5
221,Fill6,1.2MG,1,6
222,Fill1,1.7MG,1,1
222,Fill2,1.7MG,1,2
222,Fill3,3.0MG,1,3
222,Fill4,0.8MG,1,4
222,Fill5,NoFill,1,5
222,Fill6,0.8MG,1,6
223,Fill1,1.2MG,1,1
223,Fill2,0.8MG,1,2
223,Fill3,1.7MG,1,3
223,Fill4,NoFill,1,4
223,Fill5,1.2MG,1,5
223,Fill6,NoFill,1,6
224,Fill1,0.8MG,1,1
224,Fill2,1.2MG,1,2
224,Fill3,0.8MG,1,3
224,Fill4,0.8MG,1,4
224,Fill5,1.7MG,1,5
224,Fill6,NoFill,1,6
225,Fill1,0.8MG,1,1
225,Fill2,0.8MG,1,2
225,Fill3,0.8MG,1,3
225,Fill4,NoFill,1,4
225,Fill5,0.8MG,1,5
225,Fill6,NoFill,1,6
226,Fill1,3.0MG,1,1
226,Fill2,0.8MG,1,2
226,Fill3,3.0MG,1,3
226,Fill4,NoFill,1,4
226,Fill5,NoFill,1,5
226,Fill6,NoFill,1,6
227,Fill1,0.8MG,1,1
227,Fill2,0.8MG,1,2
227,Fill3,NoFill,1,3
227,Fill4,0.8MG,1,4
227,Fill5,0.8MG,1,5
227,Fill6,NoFill,1,6
228,Fill1,0.8MG,1,1
228,Fill2,1.2MG,1,2
228,Fill3,1.7MG,1,3
228,Fill4,1.2MG,1,4
228,Fill5,1.2MG,1,5
228,Fill6,NoFill,1,6
229,Fill1,0.8MG,1,1
229,Fill2,0.8MG,1,2
229,Fill3,0.8MG,1,3
229,Fill4,1.2MG,1,4
229,Fill5,NoFill,1,5
229,Fill6,NoFill,1,6
230,Fill1,0.8MG,1,1
230,Fill2,0.8MG,1,2
230,Fill3,1.7MG,1,3
230,Fill4,0.8MG,1,4
230,Fill5,1.2MG,1,5
230,Fill6,NoFill,1,6
231,Fill1,1.7MG,1,1
231,Fill2,1.2MG,1,2
231,Fill3,2.4MG,1,3
231,Fill4,0.8MG,1,4
231,Fill5,1.2MG,1,5
231,Fill6,0.8MG,1,6
232,Fill1,2.4MG,1,1
232,Fill2,1.2MG,1,2
232,Fill3,0.8MG,1,3
232,Fill4,0.8MG,1,4
232,Fill5,2.4MG,1,5
232,Fill6,NoFill,1,6
233,Fill1,0.8MG,1,1
233,Fill2,1.7MG,1,2
233,Fill3,NoFill,1,3
233,Fill4,NoFill,1,4
233,Fill5,NoFill,1,5
233,Fill6,NoFill,1,6
234,Fill1,2.4MG,1,1
234,Fill2,0.8MG,1,2
234,Fill3,0.8MG,1,3
234,Fill4,NoFill,1,4
234,Fill5,0.8MG,1,5
234,Fill6,1.2MG,1,6
235,Fill1,3.0MG,1,1
235,Fill2,2.4MG,1,2
235,Fill3,1.7MG,1,3
235,Fill4,0.8MG,1,4
235,Fill5,0.8MG,1,5
235,Fill6,NoFill,1,6
236,Fill1,1.2MG,1,1
236,Fill2,1.2MG,1,2
236,Fill3,NoFill,1,3
236,Fill4,2.4MG,1,4
236,Fill5,0.8MG,1,5
236,Fill6,NoFill,1,6
237,Fill1,NoFill,1,1
237,Fill2,0.8MG,1,2
237,Fill3,2.4MG,1,3
237,Fill4,2.4MG,1,4
237,Fill5,1.2MG,1,5
237,Fill6,1.7MG,1,6
238,Fill1,0.8MG,1,1
238,Fill2,2.4MG,1,2
238,Fill3,NoFill,1,3
238,Fill4,NoFill,1,4
238,Fill5,NoFill,1,5
238,Fill6,0.8MG,1,6
239,Fill1,1.2MG,1,1
239,Fill2,0.8MG,1,2
239,Fill3,2.4MG,1,3
239,Fill4,0.8MG,1,4
239,Fill5,1.2MG,1,5
239,Fill6,1.7MG,1,6
240,Fill1,0.8MG,1,1
240,Fill2,NoFill,1,2
240,Fill3,0.8MG,1,3
240,Fill4,3.0MG,1,4
240,Fill5,3.0MG,1,5
240,Fill6,NoFill,1,6
241,Fill1,0.8MG,1,1
241,Fill2,1.2MG,1,2
241,Fill3,2.4MG,1,3
241,Fill4,NoFill,1,4
241,Fill5,2.4MG,1,5
241,Fill6,3.0MG,1,6
242,Fill1,0.8MG,1,1
242,Fill2,0.8MG,1,2
242,Fill3,1.2MG,1,3
242,Fill4,1.2MG,1,4
242,Fill5,2.4MG,1,5
242,Fill6,NoFill,1,6
243,Fill1,1.2MG,1,1
243,Fill2,3.0MG,1,2
243,Fill3,2.4MG,1,3
243,Fill4,NoFill,1,4
243,Fill5,2.4MG,1,5
243,Fill6,NoFill,1,6
244,Fill1,0.8MG,1,1
244,Fill2,1.2MG,1,2
244,Fill3,0.8MG,1,3
244,Fill4,1.7MG,1,4
244,Fill5,0.8MG,1,5
244,Fill6,0.8MG,1,6
245,Fill1,1.2MG,1,1
245,Fill2,0.8MG,1,2
245,Fill3,3.0MG,1,3
245,Fill4,1.2MG,1,4
245,Fill5,0.8MG,1,5
245,Fill6,NoFill,1,6
246,Fill1,1.2MG,1,1
246,Fill2,NoFill,1,2
246,Fill3,0.8MG,1,3
246,Fill4,NoFill,1,4
246,Fill5,NoFill,1,5
246,Fill6,0.8MG,1,6
247,Fill1,0.8MG,1,1
247,Fill2,2.4MG,1,2
247,Fill3,0.8MG,1,3
247,Fill4,NoFill,1,4
247,Fill5,1.2MG,1,5
247,Fill6,NoFill,1,6
248,Fill1,2.4MG,1,1
248,Fill2,NoFill,1,2
248,Fill3,1.2MG,1,3
248,Fill4,1.2MG,1,4
248,Fill5,NoFill,1,5
248,Fill6,1.7MG,1,6
249,Fill1,0.8MG,1,1
249,Fill2,1.2MG,1,2
249,Fill3,0.8MG,1,3
249,Fill4,NoFill,1,4
249,Fill5,0.8MG,1,5
249,Fill6,NoFill,1,6
250,Fill1,2.4MG,1,1
250,Fill2,0.8MG,1,2
250,Fill3,1.2MG,1,3
250,Fill4,1.2MG,1,4
250,Fill5,3.0MG,1,5
250,Fill6,0.8MG,1,6
251,Fill1,1.7MG,1,1
251,Fill2,1.7MG,1,2
251,Fill3,2.4MG,1,3
251,Fill4,0.8MG,1,4
251,Fill5,NoFill,1,5
251,Fill6,NoFill,1,6
252,Fill1,1.2MG,1,1
252,Fill2,2.4MG,1,2
252,Fill3,NoFill,1,3
252,Fill4,NoFill,1,4
252,Fill5,0.8MG,1,5
252,Fill6,1.7MG,1,6
253,Fill1,1.2MG,1,1
253,Fill2,1.7MG,1,2
253,Fill3,1.7MG,1,3
253,Fill4,0.8MG,1,4
253,Fill5,NoFill,1,5
253,Fill6,1.2MG,1,6
254,Fill1,2.4MG,1,1
254,Fill2,2.4MG,1,2
254,Fill3,1.2MG,1,3
254,Fill4,1.2MG,1,4
254,Fill5,NoFill,1,5
254,Fill6,NoFill,1,6
255,Fill1,2.4MG,1,1
255,Fill2,1.2MG,1,2
255,Fill3,2.4MG,1,3
255,Fill4,NoFill,1,4
255,Fill5,0.8MG,1,5
255,Fill6,1.2MG,1,6
256,Fill1,0.8MG,1,1
256,Fill2,0.8MG,1,2
256,Fill3,1.2MG,1,3
256,Fill4,NoFill,1,4
256,Fill5,NoFill,1,5
256,Fill6,0.8MG,1,6
257,Fill1,0.8MG,1,1
257,Fill2,1.2MG,1,2
257,Fill3,1.7MG,1,3
257,Fill4,1.2MG,1,4
257,Fill5,NoFill,1,5
257,Fill6,NoFill,1,6
258,Fill1,1.2MG,1,1
258,Fill2,3.0MG,1,2
258,Fill3,NoFill,1,3
258,Fill4,1.2MG,1,4
258,Fill5,0.8MG,1,5
258,Fill6,0.8MG,1,6
259,Fill1,0.8MG,1,1
259,Fill2,NoFill,1,2
259,Fill3,NoFill,1,3
259,Fill4,3.0MG,1,4
259,Fill5,3.0MG,1,5
259,Fill6,NoFill,1,6
260,Fill1,2.4MG,1,1
260,Fill2,1.7MG,1,2
260,Fill3,1.7MG,1,3
260,Fill4,NoFill,1,4
260,Fill5,NoFill,1,5
260,Fill6,1.7MG,1,6
261,Fill1,1.7MG,1,1
261,Fill2,1.2MG,1,2
261,Fill3,1.7MG,1,3
261,Fill4,1.2MG,1,4
261,Fill5,NoFill,1,5
261,Fill6,NoFill,1,6
262,Fill1,1.2MG,1,1
262,Fill2,0.8MG,1,2
262,Fill3,1.2MG,1,3
262,Fill4,1.7MG,1,4
262,Fill5,NoFill,1,5
262,Fill6,0.8MG,1,6
263,Fill1,1.2MG,1,1
263,Fill2,1.2MG,1,2
263,Fill3,0.8MG,1,3
263,Fill4,NoFill,1,4
263,Fill5,1.7MG,1,5
263,Fill6,NoFill,1,6
264,Fill1,2.4MG,1,1
264,Fill2,0.8MG,1,2
264,Fill3,0.8MG,1,3
264,Fill4,NoFill,1,4
264,Fill5,1.2MG,1,5
264,Fill6,2.4MG,1,6
265,Fill1,0.8MG,1,1
265,Fill2,3.0MG,1,2
265,Fill3,0.8MG,1,3
265,Fill4,0.8MG,1,4
265,Fill5,0.8MG,1,5
265,Fill6,NoFill,1,6
266,Fill1,0.8MG,1,1
266,Fill2,0.8MG,1,2
266,Fill3,0.8MG,1,3
266,Fill4,1.7MG,1,4
266,Fill5,1.7MG,1,5
266,Fill6,NoFill,1,6
267,Fill1,1.7MG,1,1
267,Fill2,1.2MG,1,2
267,Fill3,NoFill,1,3
267,Fill4,3.0MG,1,4
267,Fill5,NoFill,1,5
267,Fill6,3.0MG,1,6
268,Fill1,1.7MG,1,1
268,Fill2,0.8MG,1,2
268,Fill3,0.8MG,1,3
268,Fill4,0.8MG,1,4
268,Fill5,3.0MG,1,5
268,Fill6,NoFill,1,6
269,Fill1,1.2MG,1,1
269,Fill2,2.4MG,1,2
269,Fill3,NoFill,1,3
269,Fill4,NoFill,1,4
269,Fill5,NoFill,1,5
269,Fill6,0.8MG,1,6
270,Fill1,2.4MG,1,1
270,Fill2,0.8MG,1,2
270,Fill3,0.8MG,1,3
270,Fill4,1.2MG,1,4
270,Fill5,NoFill,1,5
270,Fill6,1.2MG,1,6
271,Fill1,1.7MG,1,1
271,Fill2,1.7MG,1,2
271,Fill3,1.2MG,1,3
271,Fill4,1.7MG,1,4
271,Fill5,NoFill,1,5
271,Fill6,1.7MG,1,6
272,Fill1,3.0MG,1,1
272,Fill2,1.2MG,1,2
272,Fill3,0.8MG,1,3
272,Fill4,0.8MG,1,4
272,Fill5,NoFill,1,5
272,Fill6,0.8MG,1,6
273,Fill1,1.7MG,1,1
273,Fill2,2.4MG,1,2
273,Fill3,NoFill,1,3
273,Fill4,1.2MG,1,4
273,Fill5,NoFill,1,5
273,Fill6,0.8MG,1,6
274,Fill1,1.7MG,1,1
274,Fill2,NoFill,1,2
274,Fill3,1.2MG,1,3
274,Fill4,0.8MG,1,4
274,Fill5,NoFill,1,5
274,Fill6,NoFill,1,6
275,Fill1,0.8MG,1,1
275,Fill2,0.8MG,1,2
275,Fill3,0.8MG,1,3
275,Fill4,0.8MG,1,4
275,Fill5,0.8MG,1,5
275,Fill6,0.8MG,1,6
276,Fill1,0.8MG,1,1
276,Fill2,1.2MG,1,2
276,Fill3,3.0MG,1,3
276,Fill4,1.2MG,1,4
276,Fill5,NoFill,1,5
276,Fill6,3.0MG,1,6
277,Fill1,1.7MG,1,1
277,Fill2,NoFill,1,2
277,Fill3,0.8MG,1,3
277,Fill4,NoFill,1,4
277,Fill5,0.8MG,1,5
277,Fill6,NoFill,1,6
278,Fill1,2.4MG,1,1
278,Fill2,NoFill,1,2
278,Fill3,1.7MG,1,3
278,Fill4,0.8MG,1,4
278,Fill5,NoFill,1,5
278,Fill6,NoFill,1,6
279,Fill1,0.8MG,1,1
279,Fill2,1.2MG,1,2
